id,labels,sentences,PROPN,PROPN+NOUN,PROPN+*+NOUN|PRON,PROPN+*+NOUN,PROPN+*+NOUN|ADJ,PROPN+*+NOUN|ADV,PROPN+*+NOUN|$MONEY,PROPN+*+[deal]|PRON,PROPN+*+[deal],PROPN+*+[deal]|NOUN,PROPN+*+[deal]|ADJ,PROPN+*+[deal]|ADV,PROPN+*+[deal]|$MONEY,PROPN+[deal],PROPN+[deal]|NOUN,PROPN|NUM,PROPN|NUM+NOUN,PROPN|NUM+*+PRON,PROPN|NUM+*+PRON|NOUN,PROPN|NUM+*+PRON|ADV,PROPN|NUM+*+PRON|$ORG,PROPN|NUM+*+NOUN|PRON,PROPN|NUM+*+NOUN,PROPN|NUM+*+NOUN|ADV,PROPN|NUM+*+ADV|PRON,PROPN|NUM+*+ADV,PROPN|NUM+*+ADV|NOUN,PROPN|NUM+*+ADV|$ORG,PROPN|NUM+*+$ORG|PRON,PROPN|NUM+*+$ORG,PROPN|NUM+*+$ORG|NOUN,PROPN|NUM+*+$ORG|ADV,PROPN|[price],PROPN|[price]+*+PRON,PROPN|[price]+*+PRON|ADJ,PROPN|[price]+*+PRON|ADV,PROPN|[price]+*+ADJ|PRON,PROPN|[price]+*+ADJ,PROPN|[price]+*+ADJ|ADV,PROPN|[price]+*+ADV|PRON,PROPN|[price]+*+ADV,PROPN|[price]+*+ADV|ADJ,PROPN|[pay],PROPN|[pay]+*+PRON,PROPN|[deal],PROPN|[deal]+*+ADV,PROPN|[deal]+*+ADV|$MONEY,PROPN|[deal]+*+$MONEY,PROPN|[deal]+*+$MONEY|ADV,PROPN|[discount],PROPN|[discount]+NOUN,PROPN|[discount]+*+PRON,PROPN|[discount]+*+PRON|NOUN,PROPN|[discount]+*+PRON|ADJ,PROPN|[discount]+*+NOUN|PRON,PROPN|[discount]+*+NOUN,PROPN|[discount]+*+NOUN|ADJ,PROPN|[discount]+*+ADJ|PRON,PROPN|[discount]+*+ADJ,PROPN|[discount]+*+ADJ|NOUN,PROPN|$MONEY,PROPN|$MONEY+NOUN,PROPN|$MONEY+*+PRON,PROPN|$MONEY+*+PRON|NOUN,PROPN|$MONEY+*+PRON|ADV,PROPN|$MONEY+*+NOUN|PRON,PROPN|$MONEY+*+NOUN,PROPN|$MONEY+*+NOUN|ADV,PROPN|$MONEY+*+ADV|PRON,PROPN|$MONEY+*+ADV,PROPN|$MONEY+*+ADV|NOUN,PROPN|$ORDINAL,PROPN|$ORDINAL+NOUN,PROPN|$ORDINAL+*+NOUN,PROPN|$ORDINAL+*+NOUN|ADJ,PROPN|$ORDINAL+*+ADJ,PROPN|$ORDINAL+*+ADJ|NOUN,NUM,NUM+NOUN,NUM+NOUN|ADV,NUM+*+PRON,NUM+*+PRON|PROPN,NUM+*+PRON|NOUN,NUM+*+PRON|ADV,NUM+*+PRON|$ORG,NUM+*+NOUN|PRON,NUM+*+NOUN,NUM+*+NOUN|ADV,NUM|PROPN,NUM|PROPN+NOUN,NUM|PROPN+*+PRON,NUM|PROPN+*+PRON|NOUN,NUM|PROPN+*+PRON|ADV,NUM|PROPN+*+PRON|$ORG,NUM|PROPN+*+NOUN|PRON,NUM|PROPN+*+NOUN,NUM|PROPN+*+NOUN|ADV,NUM|PROPN+*+ADV|PRON,NUM|PROPN+*+ADV,NUM|PROPN+*+ADV|NOUN,NUM|PROPN+*+ADV|$ORG,NUM|PROPN+*+$ORG|PRON,NUM|PROPN+*+$ORG,NUM|PROPN+*+$ORG|NOUN,NUM|PROPN+*+$ORG|ADV,NUM|[price],NUM|[price]+ADV,NUM|[price]+*+PRON,NUM|[price]+*+PRON|PROPN,NUM|[price]+*+PRON|ADV,NUM|[price]+*+PROPN|PRON,NUM|[price]+*+PROPN,NUM|[price]+*+PROPN|ADV,NUM|[price]+*+ADV|PRON,NUM|[price]+*+ADV,NUM|[price]+*+ADV|PROPN,NUM|[pay],NUM|[pay]+*+PRON,NUM|[deal],NUM|[deal]+*+ADV,NUM|[discount],NUM|[discount]+NOUN,NUM|[discount]+*+PRON,NUM|[discount]+*+PRON|NOUN,NUM|[discount]+*+NOUN|PRON,NUM|[discount]+*+NOUN,NUM|$ORDINAL,NUM|$ORDINAL+NOUN,NUM|$ORDINAL+*+NOUN,NUM|$PERSON,NUM|$PERSON+*+PRON,[price],[price]+*+VERB,[price]|PROPN,[price]|PROPN+*+PRON,[price]|PROPN+*+PRON|ADJ,[price]|PROPN+*+PRON|ADV,[price]|PROPN+*+ADJ|PRON,[price]|PROPN+*+ADJ,[price]|PROPN+*+ADJ|ADV,[price]|PROPN+*+ADV|PRON,[price]|PROPN+*+ADV,[price]|PROPN+*+ADV|ADJ,[price]|NUM,[price]|NUM+ADV,[price]|NUM+*+PRON,[price]|NUM+*+PRON|PROPN,[price]|NUM+*+PRON|ADV,[price]|NUM+*+PROPN|PRON,[price]|NUM+*+PROPN,[price]|NUM+*+PROPN|ADV,[price]|NUM+*+ADV|PRON,[price]|NUM+*+ADV,[price]|NUM+*+ADV|PROPN,[price]|[pay],[price]|[pay]+*+PRON,[price]|[deal],[price]|[deal]+*+VERB,[price]|[discount],[price]|[discount]+*+PRON,[price]|$DATE,[price]|$MONEY,[price]|$MONEY+ADV,[price]|$MONEY+*+PRON+VERB,[price]|$MONEY+*+PRON,[price]|$ORDINAL,[price]|$ORG,[price]|$ORG+*+PROPN,[pay],[pay]|PROPN,[pay]|PROPN+*+PRON,[pay]|NUM,[pay]|NUM+*+PRON,[pay]|[price],[pay]|[price]+*+PRON,[pay]|[deal],[pay]|[discount],[pay]|[discount]+*+PRON,[pay]|$DATE,[pay]|$MONEY,[pay]|$MONEY+*+PRON+VERB,[pay]|$MONEY+*+PRON,[pay]|$ORDINAL,[pay]|$ORG,[pay]|$PERSON,[pay]|$PERSON+*+PRON,[deal],[deal]|PROPN,[deal]|PROPN+*+ADV,[deal]|PROPN+*+ADV|$MONEY,[deal]|PROPN+*+$MONEY,[deal]|PROPN+*+$MONEY|ADV,[deal]|NUM,[deal]|NUM+*+ADV,[deal]|[price],[deal]|[price]+*+VERB,[deal]|[pay],[deal]|[discount],[deal]|$DATE,[deal]|$MONEY,[deal]|$ORDINAL,[deal]|$ORG,[deal]|$PERSON,[discount],[discount]|PROPN,[discount]|PROPN+NOUN,[discount]|PROPN+*+PRON,[discount]|PROPN+*+PRON|NOUN,[discount]|PROPN+*+PRON|ADJ,[discount]|PROPN+*+NOUN|PRON,[discount]|PROPN+*+NOUN,[discount]|PROPN+*+NOUN|ADJ,[discount]|PROPN+*+ADJ|PRON,[discount]|PROPN+*+ADJ,[discount]|PROPN+*+ADJ|NOUN,[discount]|NUM,[discount]|NUM+NOUN,[discount]|NUM+*+PRON,[discount]|NUM+*+PRON|NOUN,[discount]|NUM+*+NOUN|PRON,[discount]|NUM+*+NOUN,[discount]|[price],[discount]|[price]+*+PRON,[discount]|[pay],[discount]|[pay]+*+PRON,[discount]|[deal],[discount]|$DATE,[discount]|$DATE+NOUN,[discount]|$MONEY,[discount]|$MONEY+NOUN,[discount]|$MONEY+*+PRON,[discount]|$MONEY+*+PRON|NOUN,[discount]|$ORG,[discount]|$ORG+NOUN,[discount]|$ORG+*+NOUN,[discount]|$PERSON,$MONEY,$MONEY|PROPN,$MONEY|PROPN+NOUN,$MONEY|PROPN+*+PRON,$MONEY|PROPN+*+PRON|NOUN,$MONEY|PROPN+*+PRON|ADV,$MONEY|PROPN+*+NOUN|PRON,$MONEY|PROPN+*+NOUN,$MONEY|PROPN+*+NOUN|ADV,$MONEY|PROPN+*+ADV|PRON,$MONEY|PROPN+*+ADV,$MONEY|PROPN+*+ADV|NOUN,$MONEY|NUM,$MONEY|NUM+NOUN,$MONEY|NUM+NOUN|ADV,$MONEY|NUM+*+PRON,$MONEY|NUM+*+PRON|NOUN,$MONEY|NUM+*+PRON|ADV,$MONEY|NUM+*+NOUN|PRON,$MONEY|NUM+*+NOUN,$MONEY|NUM+*+NOUN|ADV,$MONEY|[price],$MONEY|[price]+ADV,$MONEY|[price]+*+PRON+VERB,$MONEY|[price]+*+PRON,$MONEY|[pay],$MONEY|[pay]+*+PRON+VERB,$MONEY|[pay]+*+PRON,$MONEY|[deal],$MONEY|[discount],$MONEY|[discount]+NOUN,$MONEY|[discount]+*+PRON,$MONEY|[discount]+*+PRON|NOUN,$MONEY|$DATE,$MONEY|$DATE+NOUN,$MONEY|$ORDINAL,$MONEY|$ORDINAL+NOUN,$MONEY|$PERSON,$MONEY|$PERSON+*+PRON,$ORG,$ORG|PROPN,$ORG|PROPN+NOUN,$ORG|PROPN+*+NOUN,$ORG|PROPN+*+[deal],$ORG|PROPN+*+[deal]|NOUN,$ORG|PROPN+[deal],$ORG|PROPN+[deal]|NOUN,$ORG|NUM,$ORG|NUM+NOUN,$ORG|NUM+*+PROPN,$ORG|NUM+*+PROPN|NOUN,$ORG|NUM+*+NOUN,$ORG|NUM+*+NOUN|PROPN,$ORG|[price],$ORG|[price]+*+PROPN,$ORG|[pay],$ORG|[deal],$ORG|[discount],$ORG|[discount]+NOUN,$ORG|[discount]+*+NOUN,$ORG|$DATE,$ORG|$DATE+NOUN,$ORG|$DATE+*+NOUN,$ORG|$MONEY,$ORG|$MONEY+NOUN,$ORG|$ORDINAL,$ORG|$ORDINAL+NOUN,$ORG|$ORDINAL+*+NOUN,$ORG|$PERSON
s103,1,Large selection of dishes for under $9 and there is tons of food.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,1,1,1,1,1,0,0,1,0,1,1,1,1,1,0,0,1,0,0,0,1,0,0,0,1,0,1,1,1,1,0,0,1,0,0,1,1,1,0,1,0,1,1,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,1,1,0,1,1,1,1,0,0,1,0,0,1,0,0,1,1,1,1,0,0,1,0,1,1,1,1,1,1,1,0,1,1,1,0,1,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
s24,1,"The shoe was on special price so we got a good deal and bought the shoe as well!
",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,1,1,0,0,1,0,0,1,0,1,1,1,1,0,0,1,0,0,1,1,1,1,1,1,1,1,0,1,1,1,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
s8,1,"A little expensive but I'll definitely be back time and time again
",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
s5,1,"Prices were reasonable and mission accomplished!
",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
s84,1,"For the price I paid, I get more with a vist to another fast food competitor.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,0,0,1,0,0,1,0,1,1,1,1,0,0,1,0,0,1,1,1,1,1,1,1,1,0,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
s10,1,"They have coupons discount for first second and third time customers through their website .
",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,1,0,0,0,1,0,0,1,1,1,1,1,0,0,0,0,0,1,0,1,0,1,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,1,0
s29,1,"Prices here are very reasonable!
",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,1,1,1,1,1,1,0,0,1,0,0,1,1,1,1,1,0,1,0,1,0,1,1,1,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
s12,1,Adult tickets are $ 13.50 but they have military discount .,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,1,1,1,1,1,0,0,1,0,1,1,1,1,1,0,0,1,0,0,0,1,0,0,0,1,0,1,1,1,1,0,0,1,0,0,1,1,1,0,1,0,1,1,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,1,1,0,0,0,0,0,0,1,1,0,0,0,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,0,1,0,1,0,1,1,0,1,0,1,1,1,0,0,1,1,1,0,1,1,1,1,0,0,1,0,0,1,0,0,1,1,1,1,0,0,1,0,1,1,1,1,1,1,1,0,1,1,1,0,1,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
s46,1,"My other dining companions seemed pleased with their food ( one ordered a veal marsala that I did not try and the other - my favorite - ordered off the menu , actually , a request they were kind enough to accommodate - it was gnocchi caprese with pesto sauce instead of tomato sauce , and it was gooeyyummydelicious ) !
",1,0,1,1,1,1,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,1,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,1,1,1,0,0,1,1,0,0,1,0,1,1,1,0,0,1,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
s20,1,"Too many other places to shop with better prices.
",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
s47,1,"And they let me apply the discount to both of our tickets .
",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,1,1,1,1,0,0,1,0,0,1,0,1,1,1,0,1,1,1,1,1,1,0,1,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
s26,1,I purchased a Gibeon Meteorite and black zirconium wedding band from Rings Unique for approximately $1200.,1,0,0,0,1,1,1,0,0,0,1,1,1,0,0,1,0,0,0,1,0,0,0,1,1,1,1,1,0,0,0,1,1,0,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,0,0,0,1,0,0,1,1,1,1,1,0,0,0,1,0,0,1,1,1,1,1,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,1,1,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,1,0,0,0,1,0,1,0,1,0,1,1,0,0,0,0,0,0,1,0,1,1,0,1,1,1,1,1,1,0,0,1,0,0,1,0,1,0,0,1
s85,1,Overpriced wanna be burger and brew place.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
s34,1,"Rodney and his crew gave us a great price and did the work so quick, literally, it was done before we knew it
",1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,1,1,1,1,0,0,1,0,0,0,1,0,0,0,1,1,1,1,1,0,0,1,0,0,1,1,1,0,0,0,0,1,0,1,1,1,1,0,0,1,0,0,1,0,1,1,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,1,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,0,1,1,0,0,0,1,1,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,1,0,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
